P@1,HR@1,R@1,NDCG@1,P@2,HR@2,R@2,NDCG@2,P@3,HR@3,R@3,NDCG@3,P@4,HR@4,R@4,NDCG@4,P@5,HR@5,R@5,NDCG@5,P@6,HR@6,R@6,NDCG@6,P@7,HR@7,R@7,NDCG@7,P@8,HR@8,R@8,NDCG@8,P@9,HR@9,R@9,NDCG@9,P@10,HR@10,R@10,NDCG@10,P@11,HR@11,R@11,NDCG@11,P@12,HR@12,R@12,NDCG@12,P@13,HR@13,R@13,NDCG@13,P@14,HR@14,R@14,NDCG@14,P@15,HR@15,R@15,NDCG@15,P@16,HR@16,R@16,NDCG@16,P@17,HR@17,R@17,NDCG@17,P@18,HR@18,R@18,NDCG@18,P@19,HR@19,R@19,NDCG@19,P@20,HR@20,R@20,NDCG@20,rerank_failed,method
1.0,1.0,0.0169491525423728,1.0,1.0,1.0,0.0338983050847457,1.0,1.0,1.0,0.0508474576271186,1.0,1.0,1.0,0.0677966101694915,1.0,1.0,1.0,0.0847457627118644,1.0,0.8333333333333334,1.0,0.0847457627118644,0.892210845475489,0.8571428571428571,1.0,0.1016949152542373,0.902087074650032,0.75,1.0,0.1016949152542373,0.8301054527851841,0.7777777777777778,1.0,0.1186440677966101,0.8421264707157319,0.7,1.0,0.1186440677966101,0.7885497208855957,0.7272727272727273,1.0,0.135593220338983,0.8007804177820603,0.75,1.0,0.1525423728813559,0.8113516873918143,0.6923076923076923,1.0,0.1525423728813559,0.7715597871732742,0.6428571428571429,1.0,0.1525423728813559,0.7363655844224459,0.6666666666666666,1.0,0.1694915254237288,0.7476101998107018,0.625,1.0,0.1694915254237288,0.717655518447013,0.5882352941176471,1.0,0.1694915254237288,0.6905348336608925,0.5555555555555556,1.0,0.1694915254237288,0.6658345414949572,0.5263157894736842,1.0,0.1694915254237288,0.6432206130849183,0.5,1.0,0.1694915254237288,0.6224199576263775,False,bm25_llm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,bm25_llm
1.0,1.0,0.025,1.0,0.5,1.0,0.025,0.6131471927654584,0.3333333333333333,1.0,0.025,0.4692787260227564,0.25,1.0,0.025,0.3903800499921017,0.4,1.0,0.05,0.4703652827859579,0.3333333333333333,1.0,0.05,0.4196650066367769,0.4285714285714285,1.0,0.075,0.4728384582492843,0.375,1.0,0.075,0.4351085316587032,0.3333333333333333,1.0,0.075,0.4043220965049593,0.3,1.0,0.075,0.3785988060390612,0.2727272727272727,1.0,0.075,0.3566999120701306,0.3333333333333333,1.0,0.1,0.3908356059300121,0.3846153846153846,1.0,0.125,0.4207114404937412,0.3571428571428571,1.0,0.125,0.4015209591046371,0.4,1.0,0.15,0.4270474694354589,0.4375,1.0,0.175,0.4500040990987856,0.4705882352941176,1.0,0.2,0.4707888141585661,0.4444444444444444,1.0,0.2,0.4539487929296278,0.4210526315789473,1.0,0.2,0.4385312006219569,0.4,1.0,0.2,0.4243498509786219,False,bm25_llm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,bm25_llm
0.0,0.0,0.0,0.0,0.5,1.0,0.0526315789473684,0.3868528072345416,0.6666666666666666,1.0,0.1052631578947368,0.5307212739772434,0.5,1.0,0.1052631578947368,0.4414924137367808,0.4,1.0,0.1052631578947368,0.3835663673713356,0.3333333333333333,1.0,0.1052631578947368,0.3422220729283414,0.2857142857142857,1.0,0.1052631578947368,0.3108658234453849,0.25,1.0,0.1052631578947368,0.2860604285087249,0.2222222222222222,1.0,0.1052631578947368,0.2658200052773917,0.2,1.0,0.1052631578947368,0.2489083270225946,0.2727272727272727,1.0,0.1578947368421052,0.2923529355240327,0.25,1.0,0.1578947368421052,0.2768396929591195,0.2307692307692307,1.0,0.1578947368421052,0.2632623779551011,0.2142857142857142,1.0,0.1578947368421052,0.2512538341449553,0.2,1.0,0.1578947368421052,0.240537279086712,0.1875,1.0,0.1578947368421052,0.2308996128898684,0.1764705882352941,1.0,0.1578947368421052,0.2221737611999455,0.1666666666666666,1.0,0.1578947368421052,0.2142266504305294,0.2105263157894736,1.0,0.2105263157894736,0.2409140947823709,0.2,1.0,0.2105263157894736,0.2409140947823709,False,bm25_llm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.04,0.0797945385624481,0.1111111111111111,1.0,0.04,0.0741486152850745,0.1,1.0,0.04,0.0694312219367772,0.0909090909090909,1.0,0.04,0.0654151845297023,0.0833333333333333,1.0,0.04,0.0619440320228228,0.0769230769230769,1.0,0.04,0.0589060513546494,0.0714285714285714,1.0,0.04,0.0562190897619236,0.0666666666666666,1.0,0.04,0.0538212160227695,0.0625,1.0,0.04,0.0516647481509072,0.0588235294117647,1.0,0.04,0.049712302565054,0.0555555555555555,1.0,0.04,0.0479341034971107,0.0526315789473684,1.0,0.04,0.0463061038705829,0.05,1.0,0.04,0.0448086436016717,False,bm25_llm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0256410256410256,0.2346393630113782,0.25,1.0,0.0256410256410256,0.1951900249960508,0.4,1.0,0.0512820512820512,0.3007851801491498,0.5,1.0,0.0769230769230769,0.3761529544118812,0.4285714285714285,1.0,0.0769230769230769,0.3416877728373431,0.375,1.0,0.0769230769230769,0.3144229546713566,0.4444444444444444,1.0,0.1025641025641025,0.3629314800464955,0.4,1.0,0.1025641025641025,0.3398414932237254,0.4545454545454545,1.0,0.1282051282051282,0.3780263498898863,0.4166666666666667,1.0,0.1282051282051282,0.3579669841398596,0.3846153846153846,1.0,0.1282051282051282,0.3404108654606533,0.3571428571428571,1.0,0.1282051282051282,0.3248832430822249,0.3333333333333333,1.0,0.1282051282051282,0.3110262240487058,0.3125,1.0,0.1282051282051282,0.2985642599937889,0.3529411764705882,1.0,0.1538461538461538,0.3250719884421032,0.3333333333333333,1.0,0.1538461538461538,0.3134442287722347,0.3157894736842105,1.0,0.1538461538461538,0.3027986330449831,0.3,1.0,0.1538461538461538,0.2930066426902613,False,bm25_llm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0153846153846153,0.2346393630113782,0.25,1.0,0.0153846153846153,0.1951900249960508,0.2,1.0,0.0153846153846153,0.169580102636808,0.1666666666666666,1.0,0.0153846153846153,0.1513012067494067,0.1428571428571428,1.0,0.0153846153846153,0.1374381664571454,0.125,1.0,0.0153846153846153,0.1264713513838285,0.1111111111111111,1.0,0.0153846153846153,0.1175227747072426,0.1,1.0,0.0153846153846153,0.11004588314904,0.0909090909090909,1.0,0.0153846153846153,0.1036806144573329,0.0833333333333333,1.0,0.0153846153846153,0.0981789678996446,0.0769230769230769,1.0,0.0153846153846153,0.0933638824626739,0.1428571428571428,1.0,0.0307692307692307,0.1347195050239968,0.1333333333333333,1.0,0.0307692307692307,0.1289734076642407,0.1875,1.0,0.0461538461538461,0.1638730439176301,0.1764705882352941,1.0,0.0461538461538461,0.157680171355806,0.1666666666666666,1.0,0.0461538461538461,0.1520399833284837,0.1578947368421052,1.0,0.0461538461538461,0.1468762060171802,0.15,1.0,0.0461538461538461,0.142126480504236,False,bm25_llm
1.0,1.0,0.0175438596491228,1.0,1.0,1.0,0.0350877192982456,1.0,0.6666666666666666,1.0,0.0350877192982456,0.7653606369886217,0.5,1.0,0.0350877192982456,0.6366824387328317,0.4,1.0,0.0350877192982456,0.5531464700081437,0.5,1.0,0.0526315789473684,0.601312434202259,0.5714285714285714,1.0,0.0701754385964912,0.6378423595572618,0.5,1.0,0.0701754385964912,0.5869460228008069,0.5555555555555556,1.0,0.087719298245614,0.6161719711764037,0.6,1.0,0.1052631578947368,0.6405914129030109,0.5454545454545454,1.0,0.1052631578947368,0.6035383551415896,0.5,1.0,0.1052631578947368,0.5715125542589762,0.4615384615384615,1.0,0.1052631578947368,0.543483315044818,0.4285714285714285,1.0,0.1052631578947368,0.5186926736721564,0.4,1.0,0.1052631578947368,0.4965692357766449,0.375,1.0,0.1052631578947368,0.4766730743325312,0.3529411764705882,1.0,0.1052631578947368,0.4586592782107112,0.3333333333333333,1.0,0.1052631578947368,0.4422531280439478,0.3157894736842105,1.0,0.1052631578947368,0.4272327589380633,0.3,1.0,0.1052631578947368,0.4134167815914243,False,bm25_llm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,1.0,0.0384615384615384,0.1077891545245109,0.1428571428571428,1.0,0.0384615384615384,0.0979129253499678,0.125,1.0,0.0384615384615384,0.0901000086523676,0.1111111111111111,1.0,0.0384615384615384,0.0837249139991934,0.1,1.0,0.0384615384615384,0.0783982689786753,0.0909090909090909,1.0,0.0384615384615384,0.0738635600669557,0.0833333333333333,1.0,0.0384615384615384,0.0699441079774024,0.0769230769230769,1.0,0.0384615384615384,0.0665137718990262,0.0714285714285714,1.0,0.0384615384615384,0.0634797890335986,0.0666666666666666,1.0,0.0384615384615384,0.0607722297377203,0.0625,1.0,0.0384615384615384,0.0583372538933361,0.0588235294117647,1.0,0.0384615384615384,0.0561326498270945,0.0555555555555555,1.0,0.0384615384615384,0.0541247962284181,0.0526315789473684,1.0,0.0384615384615384,0.0522865403392459,0.05,1.0,0.0384615384615384,0.050595682974617,False,bm25_llm
